IDpaSv:.3,IMpaSv:.0,IDpaSv:.0,powerLevel,torTemp,IMpaSv:.1,PaVddSv,txPmb,torGainBackoff,txDpdGainDefault,IDpaSv:.2,txTorPmb,dpdRestartCounter,dpdNomPwr,IMpaSv:.2,txDpdPma,powerClass,IDpaSv:.1,DpaVddSv,IMpaSv:.3,LinAlarm,rfPower,txPma,txAtt,desc,dpd,gainStateMachine,statusBit,subId,status,linearizationStateMachine,ganBoostModeEnable,ganBoostModeState,target
-0.0969282573108074,-0.4209134468029663,-0.5812265729068443,0.15304927750208389,-0.06661819254885107,-0.2109109597150481,0.2994718084962144,-1.6111549244084904,0.9070516638824325,-0.5759486383383755,-0.18348151861373854,-0.3192411838845475,-0.12183183191933078,0.28626698418004515,-0.07220908820944136,-0.6530645627544241,-0.7421871466813796,-0.43919771018071796,1.836799921647927,-0.03338515503171642,2.128768023977868,-0.2486772431720258,-0.6544604808500029,0.20443733446531806,1,0,0,-1,2,1,2,0,1,0
-0.0969282573108074,-0.12546886268145213,-0.24679917082066247,0.1403063430017874,-0.3332799287629585,4.67064343585588,0.20042327980023472,0.6100585965546059,0.27730516345904666,-0.5759486383383755,-0.18348151861373854,-0.22201546220968255,1.1872832417568209,0.28626698418004515,-0.07220908820944136,-0.6530645627544241,0.5290494676929184,-0.16839436965689822,-0.04719759623144283,-0.03338515503171642,-0.044022994303893254,-0.2486772431720258,-0.6544604808500029,-0.09461409877816016,2,1,2,-1,3,-1,0,-1,-1,1
-0.0969282573108074,-0.013746120786761887,0.5614003842209436,0.29322155700537544,-0.3332799287629585,-0.2876501850544692,0.3742383571656173,-1.6111549244084904,0.9070516638824325,-0.5759486383383755,-0.18348151861373854,-0.24374325203506816,-0.12183183191933078,0.28626698418004515,-0.07220908820944136,-0.6530645627544241,0.5290494676929184,0.5086139816526511,0.17783736252370408,-0.03338515503171642,-0.6366023629261918,-0.2486772431720258,-0.6544604808500029,0.2861389678612487,1,0,1,-1,2,1,2,0,1,0
-0.0969282573108074,0.5299712231007306,-1.3197537525138292,0.1403063430017874,0.15458983862876094,-0.22657202611084834,0.2946702870220326,0.6475638974327871,0.5921784136707396,-0.5759486383383755,-0.18348151861373854,1.2424774676805945,-0.03337811072499621,0.28626698418004515,-0.07220908820944136,1.5396494921927637,-0.7421871466813796,-1.0654304351420512,1.8293621789680874,-0.03338515503171642,-0.044022994303893254,1.5044193554659189,1.5388338830554122,-0.48631283879118653,2,1,2,0,3,0,0,1,0,0
-0.0969282573108074,-0.46311981596318263,0.6032038094817163,0.14455398783521956,-0.1666163436291413,0.6050305995061432,0.4706117524688386,0.6100585965546059,0.27730516345904666,-0.5759486383383755,-0.18348151861373854,-0.22201546220968255,-0.12183183191933078,0.28626698418004515,-0.07220908820944136,-0.6530645627544241,0.5290494676929184,0.4239879377389575,-0.04434357869150438,-0.03338515503171642,-0.68598397697805,-0.2486772431720258,-0.6544604808500029,-0.5390866211282709,1,0,1,-1,2,-1,2,-1,-1,0
-0.0969282573108074,-0.46311981596318263,0.6310727596555648,-0.05508531933613129,0.33337441177231025,-0.39884375646465076,0.3952278653241837,-1.6111549244084904,0.9070516638824325,1.7397879652657355,-0.18348151861373854,-0.261386340129156,-0.12183183191933078,0.28626698418004515,-0.07220908820944136,-0.6530645627544241,-0.7421871466813796,0.3224366850425251,-0.13913155516946019,-0.03338515503171642,0.005358619747964954,-0.2486772431720258,-0.6544604808500029,0.277538795924835,1,0,1,-1,2,1,2,0,1,0
-0.0969282573108074,0.42569666399901973,0.5195969589601709,0.3866697433409011,-0.36964289279215495,-0.06761220219347612,0.43484041748618385,0.6530597725247209,0.27730516345904666,1.7397879652657355,-0.18348151861373854,1.3161156480280702,-0.03337811072499621,0.28626698418004515,-0.07220908820944136,1.5394718623307249,0.5290494676929184,0.39013752017348,0.08088725154579489,-0.03338515503171642,0.3510299181109724,1.6130507332903696,1.5446453605635815,0.02227005617582676,2,1,2,-1,4,1,1,0,1,1
-0.0969282573108074,-0.11802067988847277,0.39418668317785266,0.13181105333492008,-0.6969095690549233,2.3136529432879476,0.4725323610585113,-1.6111549244084904,0.9070516638824325,1.7397879652657355,-0.18348151861373854,-0.3150275884847939,-0.12183183191933078,0.28626698418004515,-0.07220908820944136,-0.6530645627544241,0.5290494676929184,0.4409131465216962,-0.052819145931321594,-0.03338515503171642,-0.7353655910299082,-0.2486772431720258,-0.6544604808500029,0.2794933804558381,1,0,0,-1,2,1,2,0,1,0
-0.0969282573108074,-0.4258789019982859,-0.5812265729068443,0.15304927750208389,-0.09389041557074838,-0.21247706635462815,0.28986876554785074,0.6177734372077932,-0.9821878373877252,-0.5759486383383755,-0.18348151861373854,-0.28908620325965473,-0.12183183191933078,0.28626698418004515,-0.07220908820944136,1.5182717271527393,-0.7421871466813796,-0.4222725013979792,1.8398269099478617,-0.03338515503171642,2.128768023977868,-0.4837560449933732,1.5146573117322213,0.20443733446531806,1,0,1,-1,2,1,2,0,1,0
-0.0969282573108074,0.21218209060027837,0.36631773300400416,-0.11455234700419363,-0.42418733883594967,-0.24066698586706853,0.3770506768862096,-1.6111549244084904,-0.9821878373877252,1.7397879652657355,-0.18348151861373854,-0.24578713734915109,-0.12183183191933078,0.28626698418004515,-0.07220908820944136,-0.6530645627544241,-0.7421871466813796,0.3732123113907413,-0.16533662530889504,-0.03338515503171642,-0.3896942926669007,-0.2486772431720258,-0.6544604808500029,0.27988429736203874,1,0,1,-1,2,1,2,0,1,0
